OLM,BOI,402
OLM,HLN,518
OLM,EKO,553
EKO,SAF,638
EKO,LAS,329
EKO,SLC,200
BOI,SLC,290
HLN,BIS,534
HLN,DEN,594
SLC,DEN,391
DEN,FOE,486
FOE,LIT,348
LIT,BTR,296
BTR,AUS,390
BTR,TLH,406
TLH,CVG,597
TLH,RDU,496
RDU,LCK,353
PIT,LCK,150
PIT,LAN,275
LAN,STL,411
STL,DSM,259
STL,OKC,461
XMD,CVG,727
XMD,LNK,220
SAF,LNK,621
OKC,AUM,623
BIS,PIR,167
DSM,PIR,389
STL,CVG,308
